nombre_jugador,año,juegos,goles,goles_sin_penalti,tiros,asistencias,tarjetas_amarillas,tarjetas_rojas,posicion,nombre_equipo,tiempo,tarjetas_totales
Jetro Willems,2017,23,0,0,21,2,4,0,D M S,Eintracht Frankfurt,1672,4
Daichi Kamada,2017,3,0,0,2,0,0,0,F M S,Eintracht Frankfurt,148,0
Marijan Cavar,2017,1,0,0,1,0,0,0,S,Eintracht Frankfurt,31,0
Mario Gomez,2017,16,8,8,33,1,3,0,F,VfB Stuttgart,1392,3
Daniel Ginczek,2017,23,7,6,42,0,3,0,F M S,VfB Stuttgart,1534,3
Chadrac Akolo,2017,22,5,5,33,0,2,0,F M S,VfB Stuttgart,1107,2
Christian Gentner,2017,27,2,2,24,1,3,0,M,VfB Stuttgart,2415,3
Holger Badstuber,2017,27,2,2,9,0,2,0,D M S,VfB Stuttgart,2171,2
Erik Thommy,2017,14,2,2,29,4,0,0,M,VfB Stuttgart,1006,0
Anastasios Donis,2017,18,2,2,38,2,1,0,F M S,VfB Stuttgart,951,1
Simon Terodde,2017,15,2,2,22,1,2,0,F S,VfB Stuttgart,949,2
Benjamin Pavard,2017,34,1,1,11,0,2,0,D M,VfB Stuttgart,3060,2
Andreas Beck,2017,23,1,1,8,1,6,0,D S,VfB Stuttgart,1935,6
Josip Brekalo,2017,14,1,1,18,1,1,0,M S,VfB Stuttgart,726,1
Takuma Asano,2017,15,1,1,17,0,1,0,F M S,VfB Stuttgart,712,1
Berkay Özcan,2017,17,1,1,12,2,1,0,M S,VfB Stuttgart,1011,1
Emiliano Insúa,2017,25,0,0,11,2,2,0,D M S,VfB Stuttgart,2109,2
Timo Baumgartl,2017,29,0,0,7,0,4,0,D,VfB Stuttgart,2610,4
Ron-Robert Zieler,2017,34,0,0,0,0,3,0,GK,VfB Stuttgart,3060,3
Dennis Aogo,2017,29,0,0,15,6,5,0,D M S,VfB Stuttgart,1945,5
Matthias Zimmermann,2017,3,0,0,1,0,0,0,D S,VfB Stuttgart,75,0
Dzenis Burnic,2017,6,0,0,7,0,2,1,M S,VfB Stuttgart,306,3
Jacob Bruun Larsen,2017,4,0,0,0,0,0,0,D S,VfB Stuttgart,105,0
Marcin Kaminski,2017,23,0,0,4,0,0,0,D S,VfB Stuttgart,1126,0
Ailton,2017,5,0,0,1,0,0,0,D S,VfB Stuttgart,101,0
Orel Mangala,2017,20,0,0,10,0,2,0,M S,VfB Stuttgart,760,2
Ebenezer Ofori,2017,1,0,0,0,0,0,0,S,VfB Stuttgart,9,0
Santiago Ascacibar,2017,29,0,0,11,1,10,1,M S,VfB Stuttgart,2391,11
